price,mileage,power,make_model,date,fuel,gear,offer_type,version,link;
13900,9768,,Honda CRF 1100,06/2020,Gasoline,,Used,,/offers/honda-crf-1100-gasoline-red-8d348053-7086-46dc-b3bb-193a774df9de;
11750,10,48.0,BMW F 900 XR,03/2021,Gasoline,Manual,Demonstration,A2,/offers/bmw-f-900-xr-a2-gasoline-red-85dcfece-9c5b-4171-b413-751664e9cd3b;
750,6801,4.0,Tauris Fiera 50 Xtreme,12/2011,Two Stroke Gasoline,Automatic,Used,Tauris Fiera Xtreme 50 EZ 2011 nur 6801Km,/offers/tauris-fiera-50-xtreme-tauris-fiera-xtreme-50-ez-2011-nur-6801km-two-stroke-gasoline-black-b1227c70-1b2c-7407-e053-e350040a29e0;
25000,1300,207.0,BMW S 1000 RR,05/2021,Gasoline,,Used,,/offers/bmw-s-1000-rr-gasoline-black-e1cd5bc6-5362-5408-e053-0100007fe2e1;
4690,165,,Beta Alp 200,05/2021,Gasoline,Manual,Used,rot neuwertig 170km ohne schaden,/offers/beta-alp-200-rot-neuwertig-170km-ohne-schaden-gasoline-red-a10b339e-0041-4426-9d98-50855609a03f;
8250,38036,185.0,Suzuki GSX-R 1000,03/2009,Gasoline,Manual,Used,,/offers/suzuki-gsx-r-1000-gasoline-white-c7c14782-c95a-4e2f-89f5-b0f8cbd4648d;
6987,13500,143.0,Kawasaki Z1000 SX,07/2016,Gasoline,Manual,Used,,/offers/kawasaki-z1000-sx-gasoline-black-b28094c4-29c3-1603-e053-0100007fa35a;
24500,8500,60.0,BMW R 100 RS,02/1993,Gasoline,,Antique / Classic,BMW R100 RS,/offers/bmw-r-100-rs-bmw-r100-rs-gasoline-black-8c4f5fba-1381-bf7f-e053-0100007f8c6d;
1800,37800,22.0,Piaggio MP3 300,06/2012,Gasoline,,Used,300 ie yourban,/offers/piaggio-mp3-300-300-ie-yourban-gasoline-grey-19df4bc2-a3e4-8325-e053-0100007f8e7d;
16250,19215,200.0,Yamaha Vmax,10/2010,Gasoline,,Used,,/offers/yamaha-vmax-gasoline-red-f11e8dc0-164b-0916-e053-0100007ff229;
14445,34612,,KTM 1290 Super Adventure,08/2018,Gasoline,,Used,S,/offers/ktm-1290-super-adventure-s-gasoline-orange-818e9841-7bb4-4524-b712-247aad53db16;
7489,44685,113.0,Ducati 996,04/1999,Gasoline,Manual,Used,DUCATI Stuttgart,/offers/ducati-996-ducati-stuttgart-gasoline-red-cecdd2f7-317d-4317-886f-c8fdc94f056c;
8299,0,,Yamaha X-Max 400,01/2020,,,New,TECH MAX,/offers/yamaha-x-max-400-tech-max-black-b56625ad-cd38-40ad-abf4-ec5ca293f19c;
7499,7000,,KTM 690 Duke,01/2016,Gasoline,,Used,ABS,/offers/ktm-690-duke-abs-gasoline-white-b47a2682-eaa1-4e5e-9236-a1a6016a0ad6;
19500,23000,150.0,Trike BOOM TRIKE,05/2011,Gasoline,,Used,Harley Davidson Sportster 1200,/offers/trike-boom-trike-harley-davidson-sportster-1200-gasoline-black-9c9d0ec3-8963-722f-e053-0100007f727f;
2690,2600,,Vespa Primavera 50,09/2016,Gasoline,Automatic,Used,,/offers/vespa-primavera-50-gasoline-white-4ee973d6-0ddc-4a57-b4e5-4eedb9be8b6c;
6700,16000,75.0,Triumph Street Twin,03/2016,Gasoline,,Used,,/offers/triumph-street-twin-gasoline-grey-55d9f2c6-0b66-4d20-e053-0100007fb807;
9000,74548,73.0,Cagiva Elefant 900,02/1991,Gasoline,Manual,Used,,/offers/cagiva-elefant-900-gasoline-white-13cd47c4-694c-6119-e053-0100007f73bc;
22950,989,91.0,BMW R18,09/2020,Gasoline,Manual,Demonstration,R 18 First Edition,/offers/bmw-r18-r-18-first-edition-gasoline-black-d56a2311-22a9-4c07-ac31-0f9385a8c15e;
13900,3815,95.0,Indian Scout,04/2017,Gasoline,Manual,Used,,/offers/indian-scout-gasoline-blue-bbbdc8c3-4691-087b-e053-0100007f83f3;
36495,1216,,Harley-Davidson,01/2021,,,Used,FLHTK Electra Limited 114,/offers/harley-davidson-others-flhtk-electra-limited-114-black-9d33f9ca-993b-49df-a669-0771ca56bf3a;
6000,6000,24.0,Yamaha YFM 660,02/2002,Gasoline,,Used,,/offers/yamaha-yfm-660-gasoline-white-95a96ec0-d806-ac63-e053-0100007f867b;
990,8840,4.0,Piaggio Zip 50,04/2017,Gasoline,Automatic,Used,,/offers/piaggio-zip-50-gasoline-black-348cdec6-1595-790f-e053-0100007f24ef;
23990,37150,107.0,Harley-Davidson CVO Limited,03/2015,Gasoline,,Used,,/offers/harley-davidson-cvo-limited-gasoline-blue-973d7ac0-88e7-2a59-e053-0100007fb511;
13590,0,,Ducati,01/2021,,,New,MONSTER,/offers/ducati-others-monster-grey-265e6438-5dcb-4029-b9ad-984c742250a3;
40000,1700,30.0,BMW R 67,06/1956,Gasoline,Manual,Used,,/offers/bmw-r-67-gasoline-black-a3e755bd-065a-3a10-e053-0100007f9da8;
1234567,1234567,122.0,BMW R nineT,02/2020,Gasoline,,Used,,/offers/bmw-r-ninet-gasoline-green-24c469c1-d28c-052d-e053-0100007f5ec1;
1600,16634,15.0,Kymco Grand Dink 125,04/2017,Gasoline,,Used,,/offers/kymco-grand-dink-125-gasoline-grey-5893a475-6dfc-4a72-950a-423e87773547;
2350,8800,8.0,Erider,04/2018,Electric,,Used,,/offers/erider-others-electric-black-1c2b2cbc-6902-7919-e053-0100007fcc18;
16900,38000,77.0,Harley-Davidson Road King,09/2007,Gasoline,,Used,Harley Davidson Road King classic,/offers/harley-davidson-road-king-harley-davidson-road-king-classic-gasoline-black-54a81705-8b20-40b3-bc79-6bc238ab951f;
8990,23365,116.0,Yamaha MT-09,05/2018,Gasoline,Manual,Used,SP,/offers/yamaha-mt-09-sp-gasoline-blue-0c3236ba-185f-4dc3-8ec7-dcde2e1fb5ed;
2600,5000,7.0,Piaggio Medley 125,01/2020,Gasoline,,Used,,/offers/piaggio-medley-125-gasoline-grey-b58f5bba-3f47-0b04-e053-0100007f24e1;
6000,31000,721.0,Yamaha TMAX 530,03/2013,Gasoline,,Used,,/offers/yamaha-tmax-530-gasoline-white-12208dbc-6c13-dd60-e053-0100007fef42;
8000,15065,95.0,Ducati Monster 1100,05/2013,Gasoline,,Used,,/offers/ducati-monster-1100-gasoline-black-9863cbc6-507f-9578-e053-0100007f37cc;
9590,19911,129.0,Yamaha YZF-R6,03/2010,Gasoline,Manual,Used,RJ15 FIAT,/offers/yamaha-yzf-r6-rj15-fiat-gasoline-blue-2ef54ea8-469a-4ff5-bbce-c0a1d1a5e8ed;
14490,74500,,BMW K 1600 GT,01/2014,,,Used,,/offers/bmw-k-1600-gt-blue-299d7be4-8c8e-4b4d-8820-fc1e616b79dd;
1800,20000,11.0,Kreidler Supermoto 125,06/2015,Gasoline,Manual,Used,,/offers/kreidler-supermoto-125-gasoline-black-aab95191-d6af-4058-9400-22779e04c912;
14500,15000,152.0,Ducati Multistrada 1200,03/2019,Gasoline,,Used,,/offers/ducati-multistrada-1200-gasoline-grey-8c9db6bf-a815-415e-e053-0100007f45e7;
16200,7800,199.0,BMW S 1000 RR,03/2017,Gasoline,Manual,Used,1 Jahr Werksgarantie,/offers/bmw-s-1000-rr-1-jahr-werksgarantie-gasoline-grey-aabd6fb9-ebb4-464e-e053-0100007f60f8;
15450,4800,61.0,Harley-Davidson Heritage Softail,07/1995,Gasoline,Manual,Used,Special EVO,/offers/harley-davidson-heritage-softail-special-evo-gasoline-black-54468005-5477-4e4f-820a-5806d8dd5245;
10200,5000,163.0,Harley-Davidson Sportster 1200,05/2009,Gasoline,,Used,,/offers/harley-davidson-sportster-1200-gasoline-violet-f87be2c3-6b83-1234-e053-0100007ff198;
8800,24775,95.0,Honda CRF 1000,03/2017,Gasoline,,Used,Africa Twin,/offers/honda-crf-1000-africa-twin-gasoline-white-9c38cda9-d54c-ff3b-e053-0100007fa3ea;
2000,6600,170.0,Honda PCX 125,02/2016,Gasoline,,Used,,/offers/honda-pcx-125-gasoline-black-d04efbc6-78ba-cd44-e053-0100007ff4ba;
6900,14288,,Ducati Scrambler,11/2018,Gasoline,,Used,,/offers/ducati-scrambler-gasoline-yellow-b55dae4c-c50b-44df-b078-877a8d21e903;
9500,132000,118.0,Honda Gold Wing,03/2008,Gasoline,,Used,,/offers/honda-gold-wing-gasoline-red-54c886be-5db1-954b-e053-0100007f53c6;
19990,750,136.0,BMW R 1250 GS,03/2021,Gasoline,Manual,Used,Rallye,/offers/bmw-r-1250-gs-rallye-gasoline-white-0b5263c6-3ba9-1956-e053-0100007f2e2b;
12500,180,105.0,BMW F 900 XR,04/2021,Gasoline,,Used,LAGE OPHANGING,/offers/bmw-f-900-xr-lage-ophanging-gasoline-a5a6928a-e2c3-46fa-b9c1-0310bd4d85cd;
1750,4500,30.0,Kymco Agility 50,06/2021,Gasoline,Automatic,Used,,/offers/kymco-agility-50-gasoline-silver-ca08d810-ef32-4eab-abff-0fc1dc927b57;
9000,83000,167.0,BMW K 1600 GTL,03/2011,Gasoline,Manual,Used,,/offers/bmw-k-1600-gtl-gasoline-blue-6fb31015-88db-470c-8fdd-b32929e1655f;
2000,12000,12.0,Yamaha NMAX,03/2017,Gasoline,Automatic,Used,,/offers/yamaha-nmax-gasoline-grey-622a28bf-beef-701e-e053-0100007f1d1f;
11489,19015,173.0,KTM 1290 Super Duke GT,05/2017,Gasoline,Manual,Used,Akrapovic-Auspuff!,/offers/ktm-1290-super-duke-gt-akrapovic-auspuff-gasoline-e3a43649-2237-44e8-bc7d-24db44fdaed9;
16999,70440,,Honda Gold Wing,01/2008,Gasoline,,Used,,/offers/honda-gold-wing-gasoline-38196b79-19cc-44f4-9664-746e1abbe9e9;
11100,2700,48.0,BMW F 900 R,03/2021,Gasoline,Manual,Used,A2 A2 tauglich /Tieferlegung,/offers/bmw-f-900-r-a2-a2-tauglich-tieferlegung-gasoline-black-86068f45-46d7-4bf3-8f2f-508c52ca1460;
7400,47000,132.0,Honda CB 1000,09/2018,Gasoline,,Used,,/offers/honda-cb-1000-gasoline-red-909704c5-6c57-cd12-e053-0100007f2d5e;
29747,0,,BMW,01/2021,,,New,R 18 | Profiteer nu van het tijdelijke 3Asy rentet,/offers/bmw-others-r-18-profiteer-nu-van-het-tijdelijke-3asy-rentet-black-d284d048-f5f5-40a2-858e-413c6f36b1c9;
7200,11000,,Yamaha MT-09,03/2015,Gasoline,,Used,SPORT TR.,/offers/yamaha-mt-09-sport-tr-gasoline-grey-56567bef-a914-4d97-a209-7b6f5992c68f;
11048,0,,Suzuki V-Strom 650,01/2021,,,New,XT ABS Adventure,/offers/suzuki-v-strom-650-xt-abs-adventure-red-fbca0976-3ef8-4957-9b2b-20251cb5f048;
10000,49106,63.0,Harley-Davidson Fat Boy,07/2000,Gasoline,Manual,Used,,/offers/harley-davidson-fat-boy-gasoline-blue-41a009bd-34a3-ec03-e053-0100007f37b9;
9990,6935,125.0,Kawasaki Z 900,01/2020,Gasoline,,Used,,/offers/kawasaki-z-900-gasoline-white-58bc583b-cd33-4a9d-baf0-ba58b01b2dfa;
13950,1553,77.0,Yamaha XVS 1300,02/2016,Gasoline,Manual,Used,Midnight Star DELUXE,/offers/yamaha-xvs-1300-midnight-star-deluxe-gasoline-grey-a64f48af-8a15-49cf-9164-053238d3fbd1;
1600,205,170.0,Keeway,07/2020,Gasoline,,Used,,/offers/keeway-others-gasoline-red-8595e5bd-8162-a614-e053-0100007fb9e1;
12800,10000,65.0,Harley-Davidson Sportster 883,05/2002,Gasoline,Manual,Used,R/ Scrambler/ 1200ccm/TÜV Neu,/offers/harley-davidson-sportster-883-r-scrambler-1200ccm-tuev-neu-gasoline-orange-0a0f86e8-e96c-4cd3-9fef-1fc9c208564e;
"9499,362,116.0,Yamaha Niken,03/2019,Gasoline,Manual,Used,""TOP, WENIG KM - WIE NEU!"",/offers/yamaha-niken-top-wenig-km-wie-neu-gasoline-grey-01f48299-8a5c-4045-b91c-9bce4d1fe140";
8500,6800,45.0,Yamaha TMAX SX,03/2017,Gasoline,,Used,,/offers/yamaha-tmax-sx-gasoline-black-76256fc1-e1b2-6634-e053-0100007faeb9;
12499,22862,,Kawasaki,09/2016,Gasoline,,Used,,/offers/kawasaki-gasoline-green-0471463a-07ee-40c0-ad5b-7844000fb71d;
18950,15600,,Ducati 1198,01/2009,Gasoline,,Used,S CORSE SPECIAL EDITION!! HIST,/offers/ducati-1198-s-corse-special-edition-hist-gasoline-red-89d1de9e-da07-432e-9e91-fa42473250b6;
10000,43000,60.0,BMW R 100 R,01/1994,Gasoline,Manual,Used,,/offers/bmw-r-100-r-gasoline-black-41a778bf-eb1c-d754-e053-0100007f8c4d;
21999,0,,Suzuki GSX 1300,01/2021,,,New,R Hayabusa ABS,/offers/suzuki-gsx-1300-r-hayabusa-abs-silver-17ff9547-1821-43dc-83f2-5b724bc71e76;
8000,27500,900.0,Yamaha Tracer 900,03/2016,Gasoline,,Used,,/offers/yamaha-tracer-900-gasoline-blue-9b64cec5-88c9-3f7c-e053-0100007f93a4;
10000,1579,42.0,Moto Guzzi V 7,07/1971,Gasoline,,Used,,/offers/moto-guzzi-v-7-gasoline-red-e54e79c0-720e-4476-e053-0100007fc36e;
1500,10000,95.0,Peugeot Speedfight,03/2017,Gasoline,,Used,,/offers/peugeot-speedfight-gasoline-red-370b67c6-faf6-0d37-e053-0100007f0bf3;
8500,11500,106.0,Aprilia RSV4,07/2010,Gasoline,,Used,,/offers/aprilia-rsv4-gasoline-white-38055bf8-5e02-4401-bedc-f94947d966d9;
1100,10100,35.0,Honda NSC 50 R,06/2014,Gasoline,,Used,,/offers/honda-nsc-50-r-gasoline-red-abf98cc4-6b6d-fc28-e053-0100007f791c;
16790,2200,102.0,Honda CRF 1100,10/2020,Gasoline,Automatic,Used,L DCT Adventure*elektr. Showa Fahrwerk*,/offers/honda-crf-1100-l-dct-adventure-elektr-showa-fahrwerk-gasoline-black-1525f5f9-c060-469c-b5bf-c9c503660b9f;
8500,65000,120.0,BMW R 1200 GS,06/2011,Gasoline,,Used,,/offers/bmw-r-1200-gs-gasoline-white-818a6cc1-6677-fb37-e053-0100007f210b;
14000,62300,107.0,BMW R 1200 GS Adventure,04/2016,Gasoline,,Used,,/offers/bmw-r-1200-gs-adventure-gasoline-grey-13fae2c3-3124-e364-e053-0100007fa617;
9000,5800,54.0,Honda NM4 Vultus,01/2015,Gasoline,Semi-automatic,Used,,/offers/honda-nm4-vultus-gasoline-black-395425ba-9b26-f351-e053-0100007f50a5;
9900,36380,,BMW R 1200 R,06/2016,Gasoline,,Used,,/offers/bmw-r-1200-r-gasoline-grey-8f17a6d3-af0f-4072-8123-9b985cf908f4;
9000,8500,189.0,Yamaha YZF-R1,06/2009,Gasoline,Manual,Used,,/offers/yamaha-yzf-r1-gasoline-white-a72f1cc2-fe1d-f614-e053-0100007f49a1;
7000,0,,KTM 390 Duke,01/2021,,,New,,/offers/ktm-390-duke-silver-4f5c226d-1e85-40fb-8d77-89b9ba405604;
8950,11773,125.0,Kawasaki Z 900,08/2018,Gasoline,,Used,35KW,/offers/kawasaki-z-900-35kw-gasoline-red-8a138979-8024-45ad-bb42-b0f6582c63f3;
24500,10500,91.0,Harley-Davidson Road King,01/2020,Gasoline,,Used,Harley Davidson Road King Special 114 My 2020,/offers/harley-davidson-road-king-harley-davidson-road-king-special-114-my-2020-gasoline-grey-e892782f-bd22-4e1e-856a-a9ace48023e8;
12300,0,,KTM 790 Duke,01/2020,,,New,,/offers/ktm-790-duke-black-845b726d-4906-46a5-8f51-6594c3ed0485;
85000,0,215.0,Ducati 1299 Superleggera,- (First Registration),Gasoline,,New,Italiana - Nuova da Immatricolare.,/offers/ducati-1299-superleggera-italiana-nuova-da-immatricolare-gasoline-red-2b278fce-d52c-415f-9dad-ee4c8803f660;
600,12550,68.0,Piaggio,04/2011,Gasoline,,Used,runner sp centenario,/offers/piaggio-others-runner-sp-centenario-gasoline-white-64319f7b-e325-483d-bbe1-3bb64ce36588;
16490,18123,,Ducati Multistrada 1200,01/2017,,,Used,S,/offers/ducati-multistrada-1200-s-grey-ef2f1be4-4567-4724-9020-3c6e0bbc58b6;
8000,50200,98.0,Ducati 888,07/1992,Gasoline,,Used,,/offers/ducati-888-gasoline-red-2ed331c4-0529-ee72-e053-0100007ffc5f;
13000,45000,143.0,BMW R 1200 GS,05/2013,Gasoline,,Used,Full Optional Ottimo stato tutta originale.,/offers/bmw-r-1200-gs-full-optional-ottimo-stato-tutta-originale-gasoline-grey-688c94ba-5888-1c4e-e053-0100007f9a77;
6950,8000,189.0,Kawasaki Ninja ZX-10RR,01/2009,Gasoline,,Used,limited edition,/offers/kawasaki-ninja-zx-10rr-limited-edition-gasoline-white-b2cbb256-fbd4-4a6f-9d5e-8007452b75d0;
8000,2436,110.0,Ducati Monster 821,04/2017,Gasoline,,Used,,/offers/ducati-monster-821-gasoline-black-928f7bc3-837c-705f-e053-0100007f51a2;
400,12800,5.0,Malaguti Ciak 50,01/2012,Gasoline,,Used,,/offers/malaguti-ciak-50-gasoline-grey-37c24b48-8754-4675-9084-a07accf0beaf;
6000,13800,77.0,Yamaha MT-07,09/2017,Gasoline,,Used,,/offers/yamaha-mt-07-gasoline-black-49e24c34-e5e0-48dd-9aaf-e5992eb7091d;
9797,46200,,Ducati Hypermotard 821,04/2015,Gasoline,Manual,Used,Termignoni Carbon Slip-On,/offers/ducati-hypermotard-821-termignoni-carbon-slip-on-gasoline-red-86b340de-89d3-4367-bf52-4801db419b55;
10000,44000,110.0,BMW R 1200 GS,04/2011,Gasoline,,Used,,/offers/bmw-r-1200-gs-gasoline-grey-79c231c4-a924-746e-e053-0100007f3716;
11800,20000,90.0,Honda CRF 1000,07/2018,Gasoline,,Used,,/offers/honda-crf-1000-gasoline-blue-838ec2c5-c1de-7e19-e053-0100007fd1f0;
"10990,18300,129.0,Honda VFR 1200,03/2015,Gasoline,Automatic,Used,""X DCT Crosstourer ABS,mit Garantie,Teilz. mögl."",/offers/honda-vfr-1200-x-dct-crosstourer-abs-mit-garantie-teilz-moegl-gasoline-white-4616c1a1-a3f5-4602-ac1f-03b73d3b3ff4";
32099,0,,Can Am Maverick,07/2021,Diesel,,Used,X RS SA TURBO RR INT 195CV,/offers/can-am-maverick-x-rs-sa-turbo-rr-int-195cv-diesel-black-31cb679e-8e45-453e-9b3f-e8c2fdef13a3;
11000,119260,118.0,Honda Gold Wing,03/2011,Gasoline,,Used,,/offers/honda-gold-wing-gasoline-grey-c2f688ac-7367-0b03-e053-0100007ff9cb;
22444,21700,90.0,Harley-Davidson Road Glide,06/2018,Gasoline,Manual,Used,FLTRX ROAD GLIDE TOURING 107 Milwaukee / 2018,/offers/harley-davidson-road-glide-fltrx-road-glide-touring-107-milwaukee-2018-gasoline-black-e0f54a6d-37be-46a9-a4ac-3c9ee30728e2;
7990,27500,73.0,Ducati Monster 797,04/2018,Gasoline,Manual,Used,,/offers/ducati-monster-797-gasoline-red-32d112c3-63c1-2143-e053-0100007f156d;
8200,8183,116.0,Ducati Monster 821,09/2016,Two Stroke Gasoline,,Used,,/offers/ducati-monster-821-two-stroke-gasoline-red-d54c4f9b-cd90-42c4-87c8-f36b79522845;
9750,792,34.0,BMW C 400 GT,03/2021,Gasoline,Automatic,Used,C 400 GT,/offers/bmw-c-400-gt-c-400-gt-gasoline-white-946f6ee6-5cf2-41c1-b799-5cdb440cab72;
16400,1000,109.0,BMW R nineT,04/2021,,Manual,Demonstration,Scrambler,/offers/bmw-r-ninet-scrambler-black-de54d368-298c-473d-8f03-4235a6a13ded;
50000,1,86.0,Harley-Davidson Fat Boy,08/2020,Gasoline,,Used,30 anniversary,/offers/harley-davidson-fat-boy-30-anniversary-gasoline-black-4634ce21-f84d-4fe5-b2d6-a6ce4b978b8f;
7299,11794,,Honda NC 750,01/2017,Gasoline,,Used,X ABS,/offers/honda-nc-750-x-abs-gasoline-red-f1f0b96d-f739-45ab-be4e-2129daae1752;
17500,12500,158.0,Ducati Multistrada 1260,06/2018,Gasoline,,Used,,/offers/ducati-multistrada-1260-gasoline-white-a03dacc1-38a0-0e64-e053-0100007fefbe;
1150,42000,22.0,Piaggio Carnaby 300,07/2009,Gasoline,,Used,,/offers/piaggio-carnaby-300-gasoline-white-00df81c4-d8a9-c27a-e053-0100007f4917;
8400,44000,120.0,Yamaha XT 1200,06/2013,Gasoline,,Used,ABS,/offers/yamaha-xt-1200-abs-gasoline-white-f1ad365f-7c58-4a1b-b21a-0d7067dd00fb;
10897,0,,Kawasaki Versys 650,01/2021,,Manual,New,GRAND TOURER,/offers/kawasaki-versys-650-grand-tourer-green-782cfc09-1f68-481c-8b4f-208fb1c181b0;
7650,11423,,Husqvarna,01/2019,,,Used,401 SVARTPILEN,/offers/husqvarna-others-401-svartpilen-black-e9e80529-28d6-44f0-9b69-ea9206a81df1;
8000,14100,125.0,Kawasaki Z 900,05/2019,Gasoline,,Used,,/offers/kawasaki-z-900-gasoline-white-918f32c4-a16d-1939-e053-0100007f03d1;
19000,39000,15.0,Harley-Davidson Fat Boy,05/1991,Gasoline,,Used,,/offers/harley-davidson-fat-boy-gasoline-grey-e293febd-20e1-be1f-e053-0100007f9aa8;
10990,2,56.0,Moto Guzzi V 7,03/2020,Gasoline,Manual,Used,850 Scura Basis V9 Bobber,/offers/moto-guzzi-v-7-850-scura-basis-v9-bobber-gasoline-black-e3f8ce00-2a25-4ab9-8944-9663ee0bca66;
"7890,3314,52.0,Others,02/2020,Others,Manual,Used,""V7 III Stone / VERSAND BUNDESWEIT 90,-"",/offers/others-others-v7-iii-stone-versand-bundesweit-90-others-black-6a88373f-b705-4272-b5fc-dce46185a33f";
29990,10200,102.0,Harley-Davidson,08/2017,,,Used,FLHXSE Street Glide CVO ABS 114 cui Penzl,/offers/harley-davidson-others-flhxse-street-glide-cvo-abs-114-cui-penzl-orange-48f4c9d8-4ac4-4cec-a0df-c606f28aab04;
1100,41000,14.0,SYM Citycom 125,07/2009,Gasoline,Automatic,Used,,/offers/sym-citycom-125-gasoline-black-e8bf030c-f62d-411b-a774-31be0e6dd737;
2190,1386,,Honda CB 125,06/2018,Gasoline,,Used,F,/offers/honda-cb-125-f-gasoline-red-1dd0b677-d33d-4cba-8aa1-cbe38e9ae8d4;
12000,40500,125.0,BMW R 1200 GS LC,06/2014,Gasoline,Manual,Used,,/offers/bmw-r-1200-gs-lc-gasoline-red-065f1ec4-1a19-9349-e053-0100007f4e17;
12000,12,,BMW F 850 GS,06/2021,Gasoline,,Used,,/offers/bmw-f-850-gs-gasoline-a82470ef-fb5a-48b2-ada8-1737e322fe83;
12000,19000,125.0,BMW R 1200 R,01/2017,Gasoline,,Used,Full optional,/offers/bmw-r-1200-r-full-optional-gasoline-white-ac7abcb9-eff4-814b-e053-0100007feb38;
1000,14400,7.0,Gilera Runner 50,07/2011,Gasoline,Automatic,Used,,/offers/gilera-runner-50-gasoline-black-c9b805bc-ca58-c420-e053-0100007fe093;
17990,9000,,Suzuki GSX-R 1100,01/1970,Gasoline,,Used,cafe racer,/offers/suzuki-gsx-r-1100-cafe-racer-gasoline-silver-6415ecde-abb3-4453-914e-8008e48ed793;
13450,1500,95.0,BMW F 850 GS,03/2021,Gasoline,,Demonstration,Rallye,/offers/bmw-f-850-gs-rallye-gasoline-blue-b5db649b-ee51-4061-84d8-ed9f968d6e52;
15000,59000,61.0,Moto Guzzi V 1000,05/1979,Gasoline,Manual,Used,Gespann (Seitenwagen),/offers/moto-guzzi-v-1000-gespann-seitenwagen-gasoline-red-baca19c4-2e8e-8522-e053-0100007f06fe;
8200,15000,53.0,Yamaha XVS 950,04/2014,Gasoline,,Used,A Midnight Star,/offers/yamaha-xvs-950-a-midnight-star-gasoline-black-f97bb4ad-03d5-9c51-e053-0100007f3238;
10150,3550,75.0,Husqvarna 701 Supermoto,06/2020,Gasoline,,Used,,/offers/husqvarna-701-supermoto-gasoline-white-06c698c1-03bf-de7b-e053-0100007f7210;
1690,27,,Niu,09/2019,,,Used,,/offers/niu-others-black-bbac4c65-97cb-4c8e-80db-b80a18812610;
8000,35000,95.0,Ducati Monster 1100,02/2012,Gasoline,Manual,Used,EVO ABS,/offers/ducati-monster-1100-evo-abs-gasoline-red-4758550c-a46f-4898-8674-d3cb1a53109a;
24690,23189,,Honda GL 1800,09/2018,Gasoline,,Used,GOLDWING DCT,/offers/honda-gl-1800-goldwing-dct-gasoline-black-20a23bc1-4c99-4404-b99c-897e0970af1f;
9850,5750,145.0,Honda CB 1000,11/2020,Gasoline,Manual,Used,CB 1000 R,/offers/honda-cb-1000-cb-1000-r-gasoline-red-7ed889bc-8619-5c0a-e053-0100007fa0fa;
9500,31000,110.0,BMW R nineT,07/2016,Gasoline,Manual,Used,,/offers/bmw-r-ninet-gasoline-black-46c23bbf-b1cb-4004-e053-0100007fbe7c;
27480,2575,90.0,Harley-Davidson Street Glide,01/2019,Gasoline,Manual,Used,Special /NAVI/RADiO/TEMPOMAT,/offers/harley-davidson-street-glide-special-navi-radio-tempomat-gasoline-black-a1b5a270-a745-4875-bf4f-8629c33c5630;
13990,6000,,Ducati Scrambler,03/2019,Gasoline,,Used,,/offers/ducati-scrambler-gasoline-black-baf65239-afba-462c-99f1-30d979486df9;
7199,370,39.0,TGB,05/2021,Gasoline,Automatic,Used,550 FL EFI Edition Touring LOF,/offers/tgb-others-550-fl-efi-edition-touring-lof-gasoline-black-9e4eb14c-812f-4660-b958-97f75629431f;
10750,3500,77.0,BMW F 750 GS,03/2020,Gasoline,Manual,Used,Tieferlegung|Touren|Dynamik Paket,/offers/bmw-f-750-gs-tieferlegung-touren-dynamik-paket-gasoline-grey-5797e7dd-d337-4676-8260-ba6acb2edc81;
7000,4000,58.0,CF Moto CForce 820,11/2018,Gasoline,Automatic,Used,LE LOF-Zulassung,/offers/cf-moto-cforce-820-le-lof-zulassung-gasoline-grey-918a9dc3-814b-361a-e053-0100007f0666;
16500,16475,87.0,Harley-Davidson Low Rider,03/2018,Gasoline,,Used,,/offers/harley-davidson-low-rider-gasoline-red-9badddf9-ebc2-49bc-a686-b104d0c24a2b;
1800,34630,71.0,BMW F 650 GS,05/2004,Gasoline,Manual,Used,,/offers/bmw-f-650-gs-gasoline-781ebc56-9580-4fa8-a24c-bbec87936f81;
10700,11808,95.0,Honda,09/2017,Gasoline,Manual,Used,Africa Twin CRF 1000 L,/offers/honda-others-africa-twin-crf-1000-l-gasoline-33487c62-aed5-4509-9567-7692e72f2a3c;
12400,0,,Husqvarna,01/2021,,,New,701 ENDURO,/offers/husqvarna-others-701-enduro-3ba98c6b-ebfd-484e-aeef-62f319075a3b;
10000,31250,170.0,Ducati 1198,01/2010,Gasoline,,Used,,/offers/ducati-1198-gasoline-red-fdbf4abb-05cd-4404-e053-0100007fae9b;
6200,20900,116.0,Yamaha MT-09,11/2015,Gasoline,,Used,ABS,/offers/yamaha-mt-09-abs-gasoline-orange-5e0a77d8-aeca-4eb6-91f7-26d87f48abeb;
17200,3900,158.0,Ducati Multistrada 1260,09/2020,Gasoline,Manual,Used,1260S RED 09/20 4 ANNI GARANZIA,/offers/ducati-multistrada-1260-1260s-red-09-20-4-anni-garanzia-gasoline-red-19dc8332-063c-49a0-8da5-9083ef15ea9a;
27000,100,136.0,BMW R 1250 GS Adventure,02/2021,Gasoline,,Pre-registered,,/offers/bmw-r-1250-gs-adventure-gasoline-black-2ad007ee-2c29-42e2-9dfb-56f1c4fcb040;
1150,10000,50.0,Peugeot Tweet,07/2010,Gasoline,,Used,,/offers/peugeot-tweet-gasoline-beige-4bbd6dc1-3f2e-c22e-e053-0100007fb3cf;
